feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g_Haemophilus	Smoking_status	Former smokers	0.00346471164563582	0.00201348192574134	2916	288	0.0854018755648784	0.502071115989038
g_Catenibacterium	Dringking_status	Drinking within the past 30 days	0.00187407303347125	0.00109413073617217	2916	109	0.0868486565669789	0.506037892814043
g_Holdemania	Education	Bachelor_degree_or_above	-0.000370333645744357	0.00021615766302898	2916	44	0.0867722819501669	0.506037892814043
g_Megasphaera	act_sports_intense	Yes	0.0032042688647877	0.00187302132709089	2916	280	0.0872346024225582	0.506037892814043
g_Anaerostipes	Energy_intake	Energy_intake	-0.000292551788066661	0.000171455744223205	2916	148	0.0880628707142272	0.506720211965255
g_Haemophilus	Energy_intake	Energy_intake	-0.000827057305141982	0.000484808448630849	2916	288	0.0881252542548269	0.506720211965255
g_Acidaminococcus	Education	High_school	0.00134284388586178	0.000789053547150332	2916	135	0.0888924605462041	0.508220608149712
g_Oscillospira	Dringking_status	Drinking within the past 30 days	-0.00101583528857347	0.000597406668132545	2916	466	0.0891615102017038	0.508220608149712
g_Holdemania	family_income_cat	3000-5000	0.000323993360631328	0.000191296838331335	2916	44	0.0904358985222153	0.509624783718428
g_Lactobacillus	BMI	BMI	0.000578779463061333	0.000341837245573688	2916	78	0.0905357320703243	0.509624783718428
g_Roseburia	act_sports_intense	Yes	-0.00375386116647469	0.00221735947131607	2916	1155	0.0905740462291333	0.509624783718428
g_Butyricimonas	family_income_cat	Declined to answer or unknown	-0.000380214346848514	0.000224923812085654	2916	77	0.0910564060197485	0.510149351674745
g_Prevotella	Energy_intake	Energy_intake	0.00499612633687878	0.00296275412428784	2916	1387	0.0918435303287036	0.512369652174172
g_Eggerthella	Education	High_school	-0.000337887524099992	0.000200789757478855	2916	30	0.0925230350551974	0.513973300666796
g_Dorea	Dringking_status	Drinking within the past 30 days	0.000968590038931265	0.000576818232365368	2916	327	0.093222004624608	0.515671088872832
g_Bulleidia	Smoking_status	Former smokers	-0.000201214026332644	0.000120089396135739	2916	4	0.0939371972116349	0.517443972875854
g_Haemophilus	Dringking_status	Drinking more than 30 days ago	-0.00231835161440305	0.00138622537565027	2916	288	0.094549468127865	0.518086881664719
g_Paraprevotella	family_income_cat	>=10000	0.00125322982815772	0.000750918425530382	2916	147	0.0952394648979383	0.518086881664719
g_Roseburia	Serum_Zn	Serum_Zn	0.000963407080325508	0.000576869212709567	2916	1155	0.0950152574946189	0.518086881664719
g_Adlercreutzia	Age	Age	3.52312208575315e-05	2.12310899346961e-05	2916	2	0.0971401699810082	0.518928795038699
g_Bradyrhizobium	Marital_status	Other	0.00108406837750825	0.000654130868774025	2916	353	0.0975741686990702	0.518928795038699
g_Lacticigenium	family_income_cat	Declined to answer or unknown	-0.000559219335049575	0.00033647837241805	2916	70	0.0966256019013439	0.518928795038699
g_Ochrobactrum	family_income_cat	3000-5000	-0.000251527374899135	0.000151701846699606	2916	22	0.0974181662626663	0.518928795038699
g_Sutterella	family_income_cat	>=10000	0.00182591998252873	0.00110240825011197	2916	355	0.0977691932681608	0.518928795038699
g_Eubacterium	Dringking_status	Drinking more than 30 days ago	-0.00306775805268374	0.0018429676349676	2916	393	0.0961057315291308	0.518928795038699
g_Atopobium	Education	High_school	-0.000125184820775079	7.5807192734334e-05	2916	6	0.0987738979840653	0.520107585539016
g_Bradyrhizobium	Energy_intake	Energy_intake	-0.000348713378156813	0.000211174423408757	2916	353	0.0987847359261746	0.520107585539016
g_Enhydrobacter	Serum_Zn	Serum_Zn	4.25254205341615e-05	2.58440742421822e-05	2916	2	0.099983263791271	0.524312235321425
g_Citrobacter	Gender	Female	-0.000137214404309729	8.44752962204018e-05	2916	7	0.104417639734511	0.545384564509735
g_Sphingomonas	family_income_cat	Declined to answer or unknown	-0.000115671813633315	7.13649228101741e-05	2916	3	0.105158743255394	0.54707584288818
g_Methylobacterium	Marital_status	Other	-0.000185081242744869	0.000114529169959896	2916	11	0.106199263265931	0.548983045772532
g_WAL_1855D	Smoking_status	Former smokers	-0.000935395323963424	0.000579098119031597	2916	49	0.106362847922367	0.548983045772532
g_Veillonella	Zn_intake	Zn_intake	0.00131646785017038	0.000818671695495747	2916	364	0.107932476449686	0.55399335907299
g_WAL_1855D	Age	Age	0.000218623836720521	0.000136050620234557	2916	49	0.108178718476495	0.55399335907299
g_Blautia	Dringking_status	Drinking within the past 30 days	0.00264574100286081	0.00166688557770878	2916	884	0.112568344600259	0.574229960198208
g_Butyricimonas	Education	High_school	0.000365007983427683	0.000231615517294939	2916	77	0.115153010798487	0.574287016073972
g_Collinsella	Dringking_status	Drinking within the past 30 days	0.000690582032981554	0.000438802687917822	2916	143	0.115645897973706	0.574287016073972
g_Coprobacillus	act_sports_intense	Yes	0.000702066426256087	0.00044404131931984	2916	45	0.113968137029723	0.574287016073972
g_Lachnospira	Smoking_status	Current smokers	-0.00147952883230996	0.000936814131067826	2916	226	0.114371999849468	0.574287016073972
g_Megasphaera	Education	High_school	0.00219996731822171	0.00138847348571521	2916	280	0.11320045329047	0.574287016073972
g_SMB53	Dringking_status	Drinking within the past 30 days	0.000393986201091692	0.000250206705647171	2916	26	0.115448135017338	0.574287016073972
g_Streptococcus	BMI	BMI	0.00161898552786924	0.00102764112948211	2916	690	0.115264461524111	0.574287016073972
g_Ruminococcus	family_income_cat	>=10000	-0.00928938349750246	0.00592571984759247	2916	1983	0.117074894520755	0.57918938383664
g_SMB53	Smoking_status	Former smokers	-0.000718547424493167	0.000459810602468579	2916	26	0.118231721547186	0.580753634066724
g_Sphingomonas	Smoking_status	Former smokers	-0.000188051630541059	0.000120352241251634	2916	3	0.118277055908326	0.580753634066724
g_Akkermansia	Gender	Female	0.00778787065216441	0.00500601589579728	2916	571	0.11988815774189	0.582123610368957
g_Citrobacter	Serum_Zn	Serum_Zn	4.80411588317789e-05	3.08388617541142e-05	2916	7	0.11938701140632	0.582123610368957
g_Eubacterium	Zn_intake	Zn_intake	0.000993869084822897	0.000638432061740216	2916	393	0.119642850799936	0.582123610368957
g_Odoribacter	Dringking_status	Drinking within the past 30 days	0.000173782231448826	0.000111924561013923	2916	13	0.120610570932707	0.583470326541621
g_Catenibacterium	Smoking_status	Current smokers	-0.00207190103464432	0.00134103230786418	2916	109	0.122454421061606	0.587123251944387
g_Staphylococcus	act_sports_intense	Yes	0.00017943782297457	0.000116044991083236	2916	7	0.122146693077125	0.587123251944387
g_Sutterella	Age	Age	-0.000421226634576513	0.000272823649606207	2916	355	0.1227092075002	0.587123251944387
g_Bifidobacterium	family_income_cat	5000-10000	0.00282064928502502	0.00184032735242834	2916	466	0.125461755879513	0.589535347519863
g_Bifidobacterium	Smoking_status	Current smokers	0.0026631730189104	0.00173254634930509	2916	466	0.12436732244783	0.589535347519863
g_Bulleidia	Energy_intake	Energy_intake	4.43940368083614e-05	2.8915260223231e-05	2916	4	0.124815674110299	0.589535347519863
g_Lachnospira	Serum_Zn	Serum_Zn	-0.000462681946388871	0.000301004278867252	2916	226	0.124371339649838	0.589535347519863
g_Methanobrevibacter	family_income_cat	3000-5000	0.0013915272535842	0.00090782290865865	2916	146	0.125429943847273	0.589535347519863
g_Dorea	Gender	Female	-0.000950339344028239	0.000622242429266829	2916	327	0.126800234660249	0.593696812998522
g_Lachnobacterium	Marital_status	Other	0.000957436766059489	0.000628717990413283	2916	100	0.127907975965756	0.596752158331338
g_Megasphaera	Smoking_status	Current smokers	-0.00230398940612037	0.00151657796789149	2916	280	0.12882063081925	0.597788934896337
g_Sutterella	Serum_Zn	Serum_Zn	0.000377839208333474	0.000248852990982211	2916	355	0.129042157571063	0.597788934896337
g_Clostridium	act_sports_intense	Yes	0.00249780590784788	0.00164833615413309	2916	657	0.129792969536523	0.599149940360497
g_Bilophila	Zn_intake	Zn_intake	-0.00012773164126894	8.4741273542713e-05	2916	34	0.131839463910633	0.606461533988912
g_Lachnobacterium	Age	Age	0.000297909354325181	0.000198042540152976	2916	100	0.132621031899893	0.607923681191469
g_Acidaminococcus	family_income_cat	5000-10000	0.00136800563825291	0.000915469431617386	2916	135	0.135200558861915	0.612700553251719
g_Acinetobacter	family_income_cat	Declined to answer or unknown	0.00162777569585133	0.00108844525726883	2916	75	0.134891565741795	0.612700553251719
g_Citrobacter	Smoking_status	Current smokers	-0.000142970488107499	9.59796371866274e-05	2916	7	0.136440471350802	0.612700553251719
g_Lacticigenium	family_income_cat	>=10000	-0.000802818213848252	0.000538685578218819	2916	70	0.136246908471303	0.612700553251719
g_Paraprevotella	family_income_cat	Declined to answer or unknown	0.000700878016174233	0.000469045060527965	2916	147	0.135215092615413	0.612700553251719
g_Prauseria	family_income_cat	3000-5000	-0.000219443328331009	0.000147425803085052	2916	15	0.136727925480633	0.612700553251719
g_Synergistes	family_income_cat	>=10000	0.00057657189262648	0.000387555004862496	2916	21	0.136934601146265	0.612700553251719
g_Coprobacillus	Age	Age	-0.000187858637090701	0.000126649590480301	2916	45	0.138105006619715	0.614577683060215
g_Coprobacillus	family_income_cat	Declined to answer or unknown	-0.00047235241672865	0.00031965833735591	2916	45	0.139602454584781	0.614577683060215
g_Dorea	family_income_cat	>=10000	-0.00148311794508746	0.00100630082294845	2916	327	0.140635625414237	0.614577683060215
g_Fusobacterium	Education	Bachelor_degree_or_above	-0.00488490596683333	0.00329992380133925	2916	469	0.138899654417988	0.614577683060215
g_Odoribacter	Education	High_school	0.000185358825933153	0.000125593820209016	2916	13	0.140090343155263	0.614577683060215
g_Pseudidiomarina	BMI	BMI	-2.80459264447041e-05	1.90191752661731e-05	2916	0	0.140425267556101	0.614577683060215
g_Sutterella	act_sports_intense	Yes	0.00141331509709499	0.000956536636663165	2916	355	0.13964137537054	0.614577683060215
g_Bulleidia	Zn_intake	Zn_intake	-4.19215522650882e-05	2.86409718601952e-05	2916	4	0.143386738001084	0.622123189242541
g_Desulfovibrio	Family_diabetes_history	Yes	0.000796600692683442	0.000544783736795572	2916	220	0.143785908726537	0.622123189242541
g_Lactobacillus	Zn_intake	Zn_intake	0.000552203190706097	0.000377287417786592	2916	78	0.143407940615999	0.622123189242541
g_Eubacterium	Smoking_status	Former smokers	0.00389830029967949	0.00267689662007003	2916	393	0.145424739527638	0.62714418921294
g_Actinomyces	Gender	Female	-0.000282244037776057	0.00019418058417684	2916	45	0.146189676014733	0.62837595165677
g_Oscillospira	Serum_Zn	Serum_Zn	0.000341436111237097	0.000235266084445432	2916	466	0.146811226725006	0.628985353713995
g_Megamonas	Education	High_school	0.00311847635798199	0.00215735592516474	2916	347	0.148423303395416	0.633820686486615
g_Coprobacillus	Education	High_school	-0.00047480087336767	0.000329168488110698	2916	45	0.149290639457593	0.635454637431509
g_Lachnospira	Education	High_school	0.00122729333487673	0.000857681971893236	2916	226	0.152554672703659	0.644194832793501
g_Leptothrix	family_income_cat	5000-10000	-0.000140273251642774	9.79443610520544e-05	2916	6	0.152202289863955	0.644194832793501
g_Methylobacterium	family_income_cat	Declined to answer or unknown	-0.000130209938385513	9.10544048467658e-05	2916	11	0.152818148740487	0.644194832793501
g_Haemophilus	Education	High_school	-0.00175526774120635	0.00122944914725575	2916	288	0.153489982640979	0.644953100135653
g_Citrobacter	BMI	BMI	-4.4148021898284e-05	3.10970552763466e-05	2916	7	0.155807047452555	0.649167513307783
g_Collinsella	Education	Bachelor_degree_or_above	-0.000934668296919563	0.000658646530340245	2916	143	0.155985001333286	0.649167513307783
g_Ochrobactrum	Education	High_school	0.000182058532357187	0.000128148478293902	2916	22	0.155516211270134	0.649167513307783
g_Paraprevotella	Dringking_status	Drinking more than 30 days ago	0.000771902482131567	0.000544590495921268	2916	147	0.156473634023844	0.649167513307783
g_Coprococcus	family_income_cat	3000-5000	-0.00279509175582875	0.00197695432424274	2916	1159	0.157517165539575	0.651435343919189
g_Lachnospira	Dringking_status	Drinking more than 30 days ago	0.00136284541966717	0.000967051395602655	2916	226	0.158859993620087	0.65184333951261
g_Megasphaera	Dringking_status	Drinking within the past 30 days	-0.001742744885129	0.00123735614626196	2916	280	0.15910745129217	0.65184333951261
g_Ochrobactrum	Gender	Female	-0.000173918373036082	0.000123194473128133	2916	22	0.158134422682903	0.65184333951261
g_Coprobacillus	family_income_cat	5000-10000	-0.000536747672402224	0.000381905245601339	2916	45	0.159995594278292	0.653439950463678
g_Devosia	Smoking_status	Former smokers	-0.00012772005519601	9.12393574945962e-05	2916	0	0.161669815988644	0.656189253130381
g_Prauseria	family_income_cat	Declined to answer or unknown	-0.000169354470047346	0.000120938303364695	2916	15	0.161519331326954	0.656189253130381
g_Bilophila	Marital_status	Other	-0.000369713156988063	0.000265007196779197	2916	34	0.163090824671713	0.657883295829587
g_Leptothrix	family_income_cat	>=10000	-0.000183204726566281	0.000131246594708555	2916	6	0.1628571067951	0.657883295829587
g_Bacteroides	Dringking_status	Drinking within the past 30 days	0.0112701424055215	0.00809439637972462	2916	2808	0.163926715246816	0.658433681076763
g_Klebsiella	Education	Bachelor_degree_or_above	-0.00834804542324302	0.00601140560240552	2916	893	0.165030457254855	0.658433681076763
g_Pseudomonas	family_income_cat	3000-5000	0.000740195075890749	0.000533272168831722	2916	15	0.165236217447944	0.658433681076763
g_Serratia	family_income_cat	5000-10000	0.000641690610531777	0.000462154962070021	2916	13	0.165099235916689	0.658433681076763
g_Clostridium	Education	High_school	-0.00169129738668354	0.00122191403400316	2916	657	0.166422920432664	0.661152874809766
g_Bacteroides	act_sports_intense	Yes	0.016850079223869	0.0122527189079333	2916	2808	0.169172273231486	0.663116557417559
g_Bifidobacterium	Zn_intake	Zn_intake	0.000853940103183121	0.000619552287964135	2916	466	0.168211582071364	0.663116557417559
g_Bradyrhizobium	Smoking_status	Current smokers	-0.00080274770381536	0.000584936684520567	2916	353	0.170055548855439	0.663116557417559
g_Haemophilus	Zn_intake	Zn_intake	0.000660655972517472	0.000480209585790457	2916	288	0.169000510942547	0.663116557417559
g_Holdemania	family_income_cat	Declined to answer or unknown	-0.000215562971336002	0.00015692717680822	2916	44	0.169656775870001	0.663116557417559
g_Holdemania	Smoking_status	Current smokers	0.000243264263813601	0.000176505210226485	2916	44	0.16823965042048	0.663116557417559
g_Ochrobactrum	family_income_cat	Declined to answer or unknown	-0.00017062488898174	0.000124446084560631	2916	22	0.17045787936668	0.663116557417559
g_Turicibacter	Marital_status	Other	-0.00169979518231503	0.00124308850623074	2916	255	0.171607094100846	0.665612131260973
g_Bifidobacterium	Education	High_school	0.00215513635676073	0.00158619914024422	2916	466	0.174353964035886	0.668356862137563
g_Methylobacterium	Energy_intake	Energy_intake	5.03248519037801e-05	3.69736891871399e-05	2916	11	0.173588299229595	0.668356862137563
g_Prevotella	Zn_intake	Zn_intake	-0.00399192755515278	0.0029346496226318	2916	1387	0.173849104979787	0.668356862137563
g_Ralstonia	family_income_cat	Declined to answer or unknown	0.0039137506480941	0.00287480956773917	2916	1359	0.173494883171995	0.668356862137563
g_Lactobacillus	Education	High_school	-0.0013038132165646	0.000965944262242314	2916	78	0.177191733591262	0.677254701860479
g_Megasphaera	Gender	Female	-0.00179930787028947	0.0013347974303118	2916	280	0.17776358577277	0.677465293453782
g_Turicibacter	Energy_intake	Energy_intake	-0.00054022513383999	0.000401308837543969	2916	255	0.178356901196295	0.677756224545921
g_Klebsiella	Smoking_status	Former smokers	0.00985137225998652	0.00735991737718932	2916	893	0.180833132478981	0.681242059425128
g_Oscillospira	Energy_intake	Energy_intake	-0.000354228673814216	0.000264345880139079	2916	466	0.180344084092931	0.681242059425128
g_Turicibacter	Serum_Zn	Serum_Zn	0.000478592110688293	0.00035716221040647	2916	255	0.18035525119327	0.681242059425128
g_Atopobium	Gender	Female	-9.69495586317114e-05	7.2876613851087e-05	2916	6	0.18351606371872	0.684212159747569
g_Devosia	Marital_status	Other	-9.06497235589676e-05	6.80499780664056e-05	2916	0	0.182930469752279	0.684212159747569
g_Fusobacterium	Age	Age	-0.00126234128428308	0.000949181337350002	2916	469	0.183647265801948	0.684212159747569
g_Paraprevotella	Dringking_status	Drinking within the past 30 days	0.00057236120081528	0.000430431367029905	2916	147	0.183709138238859	0.684212159747569
g_Eggerthella	Energy_intake	Energy_intake	-0.00010504240134107	7.9177386914758e-05	2916	30	0.184721894749305	0.686035138856484
g_Lactobacillus	Marital_status	Other	-0.00156187938773468	0.00117987229584519	2916	78	0.18568396942	0.687660124038474
g_Methylobacterium	Education	Bachelor_degree_or_above	0.000165810355775259	0.000125421917098686	2916	11	0.18626570692148	0.687871385279042
g_Coprobacillus	Serum_Zn	Serum_Zn	0.000152227993068029	0.000115521984414426	2916	45	0.18769477539054	0.691201827351116
g_Acidaminococcus	Marital_status	Other	0.00125573639116853	0.00096380552855079	2916	135	0.192714556603531	0.69306172203436
g_Anaerostipes	Marital_status	Other	-0.000696174603532844	0.000531098857118372	2916	148	0.190022773527483	0.69306172203436
g_Butyricimonas	Dringking_status	Drinking more than 30 days ago	0.000342064865904238	0.000261150538991606	2916	77	0.190354581078657	0.69306172203436
g_Desulfovibrio	Serum_Zn	Serum_Zn	0.000184583834969446	0.00014070052324344	2916	220	0.18966069240937	0.69306172203436
g_Devosia	family_income_cat	Declined to answer or unknown	-7.04658389672282e-05	5.41019397489892e-05	2916	0	0.192861320223148	0.69306172203436
g_Eggerthella	Smoking_status	Former smokers	-0.00042949241709669	0.000328835518297009	2916	30	0.191621923320997	0.69306172203436
g_Enhydrobacter	Education	High_school	9.59226454695219e-05	7.36401377455687e-05	2916	2	0.192819559685732	0.69306172203436
g_Methanobrevibacter	Age	Age	0.000384220905888497	0.000295059268142059	2916	146	0.19295768767547	0.69306172203436
g_Streptococcus	Dringking_status	Drinking within the past 30 days	-0.00337137760036753	0.00258780348579226	2916	690	0.19274831952172	0.69306172203436
g_Ruminococcus	Age	Age	-0.00190502436796876	0.00146649529808935	2916	1983	0.194036349387086	0.695031841657022
g_Collinsella	Family_diabetes_history	Yes	-0.000867792315638931	0.000669093729306663	2916	143	0.19474594878952	0.695672857937495
g_Lacticigenium	family_income_cat	5000-10000	-0.000520740308455375	0.000402000637683284	2916	70	0.195295231473675	0.695739262124968
g_Eggerthella	Gender	Female	-0.00024924137538275	0.000193027562335948	2916	30	0.196729870430154	0.698950840471362
g_Leptothrix	Energy_intake	Energy_intake	4.28845850524497e-05	3.32890710475925e-05	2916	6	0.197762502364538	0.700720650270024
g_Lactobacillus	Dringking_status	Drinking more than 30 days ago	-0.00139677261951335	0.00108911901787308	2916	78	0.199777195836446	0.701877334487859
g_Methanobrevibacter	Dringking_status	Drinking more than 30 days ago	0.00110779559997579	0.000864663244725495	2916	146	0.200230452401571	0.701877334487859
g_Prevotella	Serum_Zn	Serum_Zn	0.00337959382624039	0.00263683156941589	2916	1387	0.200054926655039	0.701877334487859
g_Streptococcus	family_income_cat	Declined to answer or unknown	-0.00361590187545881	0.00281995350618483	2916	690	0.199855541567583	0.701877334487859
g_Acidaminococcus	Dringking_status	Drinking within the past 30 days	-0.000889041847289559	0.00070317529743346	2916	135	0.206215277763545	0.702637941865728
g_Devosia	Energy_intake	Energy_intake	2.80293647245905e-05	2.19687153857834e-05	2916	0	0.202101548837765	0.702637941865728
g_Enterobacter	family_income_cat	Declined to answer or unknown	-0.000171055674492051	0.000134807631731332	2916	31	0.204583283581316	0.702637941865728
g_Lachnospira	Dringking_status	Drinking within the past 30 days	0.000972067307362848	0.000764334407807229	2916	226	0.203552442774954	0.702637941865728
g_Leptothrix	Marital_status	Other	-0.000131356607044703	0.000103115749594792	2916	6	0.202809834477704	0.702637941865728
g_Prauseria	Smoking_status	Current smokers	0.000171824288255339	0.000136026411065223	2916	15	0.20663028850127	0.702637941865728
g_Roseburia	Marital_status	Other	-0.00254555862750675	0.00200776976685619	2916	1155	0.204952070929812	0.702637941865728
g_Serratia	Age	Age	0.000194140366872119	0.000153262458054077	2916	13	0.205357884907038	0.702637941865728
g_Staphylococcus	family_income_cat	>=10000	-0.000170261207797761	0.000133741825091619	2916	7	0.203099359053251	0.702637941865728
g_Sutterella	family_income_cat	3000-5000	0.00106152883440442	0.000839409521673218	2916	355	0.206111576228173	0.702637941865728
g_Sutterella	Smoking_status	Current smokers	-0.000977321076057701	0.000774503935252838	2916	355	0.207098212423413	0.702637941865728
g_Synergistes	family_income_cat	Declined to answer or unknown	0.000309163614741977	0.000242077906911462	2916	21	0.201660695249657	0.702637941865728
g_Turicibacter	Family_diabetes_history	Yes	-0.00174383249432603	0.0013829100215267	2916	255	0.207414861557618	0.702637941865728
g_Acidaminococcus	Smoking_status	Current smokers	0.00108325877478659	0.00086185385418319	2916	135	0.20889345273515	0.703048599739052
g_Atopobium	Serum_Zn	Serum_Zn	3.333451446009e-05	2.66046041886367e-05	2916	6	0.210321289750792	0.703048599739052
g_Catenibacterium	family_income_cat	5000-10000	-0.00178689046695868	0.00142445738184287	2916	109	0.209784847751199	0.703048599739052
g_Desulfovibrio	Smoking_status	Current smokers	0.000549278031543964	0.000437901543855535	2916	220	0.209819174874167	0.703048599739052
g_Methylobacterium	Age	Age	4.51839929366145e-05	3.60760278635578e-05	2916	11	0.210501294957063	0.703048599739052
g_Streptococcus	Education	Bachelor_degree_or_above	-0.00486228027715905	0.00388431482771288	2916	690	0.210753699235276	0.703048599739052
g_Dialister	family_income_cat	3000-5000	-0.00457325770240488	0.00365778962627758	2916	608	0.211298647430694	0.703077479141216
g_Citrobacter	family_income_cat	Declined to answer or unknown	-0.000106186509036949	8.53335347746842e-05	2916	7	0.21346403867061	0.703144107279322
g_Holdemania	Dringking_status	Drinking more than 30 days ago	-0.000227188324279635	0.000182202215167381	2916	44	0.212534232634629	0.703144107279322
g_Synergistes	BMI	BMI	-0.000109825511448057	8.82174876768533e-05	2916	21	0.213254401045558	0.703144107279322
g_Ruminococcus	Zn_intake	Zn_intake	0.00185465519951741	0.001488728123769	2916	1983	0.212939172089103	0.703144107279322
g_Collinsella	Smoking_status	Current smokers	0.000668035759113746	0.000537822914411616	2916	143	0.214296186520131	0.704116041423287
g_Lacticigenium	Education	Bachelor_degree_or_above	-0.000574421430975259	0.000463478539033212	2916	70	0.215308906215735	0.705674940122071
g_Desulfovibrio	family_income_cat	3000-5000	-0.000586896489151805	0.000474598912590085	2916	220	0.216330046687617	0.707253594033582
g_Bilophila	Gender	Female	-0.000257531632401781	0.000208570317657164	2916	34	0.217024746367107	0.707759807182282
g_Fusobacterium	Smoking_status	Current smokers	-0.00331708303399835	0.00269457828200463	2916	469	0.218414894367959	0.708767144842559
g_Odoribacter	Smoking_status	Former smokers	-0.000253249903271492	0.000205686333216885	2916	13	0.218331888518672	0.708767144842559
g_Akkermansia	Serum_Zn	Serum_Zn	0.00224164256871114	0.00182751454042378	2916	571	0.220069962721611	0.708874007685584
g_Klebsiella	Marital_status	Other	0.00673802967449148	0.00548932204085232	2916	893	0.21974222903156	0.708874007685584
g_Oscillospira	Smoking_status	Current smokers	-0.000899331761599167	0.000732217473116643	2916	466	0.219460297157059	0.708874007685584
g_Streptococcus	family_income_cat	5000-10000	-0.00412692650450636	0.00336908164283162	2916	690	0.220697043014544	0.709151527921733
g_Dialister	BMI	BMI	0.00133075054047028	0.00109347440794245	2916	608	0.223706099632305	0.713573471089907
g_Klebsiella	family_income_cat	3000-5000	-0.00647739702917997	0.00532001905254349	2916	893	0.223493662428996	0.713573471089907
g_Pseudidiomarina	family_income_cat	Declined to answer or unknown	-6.35404175811365e-05	5.21905833056893e-05	2916	0	0.223525014421376	0.713573471089907
g_Bradyrhizobium	Age	Age	-0.00024998707880764	0.000206047450239693	2916	353	0.225133181217356	0.71638252566979
g_Bacteroides	Marital_status	Other	-0.0133572499183489	0.0110945649108192	2916	2808	0.22870909361405	0.725999084087213
g_Holdemania	Dringking_status	Drinking within the past 30 days	-0.000173135588189437	0.000144008294558469	2916	44	0.229360629365895	0.726308659658669
g_Roseburia	BMI	BMI	0.000697819623636438	0.000581698959510358	2916	1155	0.230383808408268	0.727790777887323
g_Lachnospira	family_income_cat	3000-5000	-0.0012149037425668	0.00101532176385862	2916	226	0.231572078660727	0.729786045971666
g_Enterobacter	Family_diabetes_history	Yes	-0.000223293264686488	0.000188634665050763	2916	31	0.236615532521463	0.742177125853558
g_Lachnospira	family_income_cat	Declined to answer or unknown	0.000985891324396975	0.00083290230692839	2916	226	0.236636185054758	0.742177125853558
g_Enterobacter	BMI	BMI	-5.7769289842281e-05	4.91262946822905e-05	2916	31	0.239717831106522	0.745039384800389
g_Holdemania	Marital_status	Other	-0.000231357612259853	0.000197384622240312	2916	44	0.241247025626545	0.745039384800389
g_Odoribacter	Marital_status	Other	0.00017993183283907	0.000153409130098241	2916	13	0.240936910805817	0.745039384800389
g_Paraprevotella	act_sports_intense	Yes	-0.000765181111663355	0.000651556249776136	2916	147	0.240335428410189	0.745039384800389
g_Prevotella	family_income_cat	>=10000	-0.0137497936198583	0.0116810525957776	2916	1387	0.23925141904347	0.745039384800389
g_Sediminibacterium	Zn_intake	Zn_intake	-0.00120770765995802	0.00102725716645699	2916	1078	0.239826437164483	0.745039384800389
g_WAL_1855D	Serum_Zn	Serum_Zn	-0.000145369580502315	0.00012409702684948	2916	49	0.241526879130561	0.745039384800389
g_Roseburia	Dringking_status	Drinking within the past 30 days	0.00171015460084895	0.00146483295765056	2916	1155	0.243115057441503	0.747716910011521
g_Ruminococcus	Education	High_school	-0.00444585044780252	0.00381149309889479	2916	1983	0.243535561079267	0.747716910011521
g_Sutterella	Zn_intake	Zn_intake	-0.0003215764492901	0.000276959796957572	2916	355	0.245699235889702	0.752597425821026
g_Turicibacter	family_income_cat	>=10000	-0.00183390009381378	0.00158221352223357	2916	255	0.246522218203001	0.753358107375604
g_Bradyrhizobium	Education	High_school	0.000618816359446104	0.000535527414003076	2916	353	0.247970028412374	0.753666732889896
g_Bulleidia	family_income_cat	Declined to answer or unknown	-8.21664192353183e-05	7.12090642967652e-05	2916	4	0.248646288767221	0.753666732889896
g_Klebsiella	Family_diabetes_history	Yes	-0.00703634005544428	0.00610675621537197	2916	893	0.249324883548326	0.753666732889896
g_Phascolarctobacterium	Smoking_status	Former smokers	-0.00408927838437192	0.00354541844668972	2916	1236	0.248842263926935	0.753666732889896
g_Pseudidiomarina	Dringking_status	Drinking more than 30 days ago	-6.97951737424962e-05	6.05965141448729e-05	2916	0	0.249497606463932	0.753666732889896
g_Bifidobacterium	family_income_cat	3000-5000	0.00213304794832818	0.00187773855774161	2916	466	0.256064614434704	0.765904778620469
g_Bradyrhizobium	family_income_cat	>=10000	-0.000947478567427574	0.000832583280029571	2916	353	0.255215223525955	0.765904778620469
g_Catenibacterium	family_income_cat	Declined to answer or unknown	0.0013529923838884	0.00119228443065054	2916	109	0.256557254902502	0.765904778620469
g_Devosia	Serum_Zn	Serum_Zn	2.22067786543332e-05	1.95520113511513e-05	2916	0	0.256142735563744	0.765904778620469
g_Paraprevotella	Education	Bachelor_degree_or_above	-0.000732400576335563	0.000646081107180795	2916	147	0.257054235387495	0.765904778620469
g_Ruminococcus	Dringking_status	Drinking more than 30 days ago	0.00489361051530236	0.00429752500507835	2916	1983	0.254920663653558	0.765904778620469
g_Acinetobacter	Dringking_status	Drinking within the past 30 days	-0.00112203795793186	0.000998840025084338	2916	75	0.261385807498364	0.773536780203961
g_Bulleidia	Smoking_status	Current smokers	9.00360735965274e-05	8.00930158776262e-05	2916	4	0.261045162267588	0.773536780203961
g_Ralstonia	family_income_cat	5000-10000	-0.00386300194747147	0.00343461979783148	2916	1359	0.26079889422964	0.773536780203961
g_Sediminibacterium	Marital_status	Other	0.00360121126726434	0.0032124905689185	2916	1078	0.262379571746319	0.774728870629335
g_Halomonas	Zn_intake	Zn_intake	2.89946341875288e-05	2.59766143334159e-05	2916	0	0.264436760728871	0.778442338525245
